"","biogeoCenterDepth.y","siltTotal","clayTotal","caNh4d","mgNh4d","cecdNh4","phH2o","ec12pre","estimatedOC","alOxalate","feOxalate","mnOxalate","pOxalate","siOxalate","alCitDithionate","feCitDithionate","fedfeo","silt_plus_clay","Ca_plus_Mg","SOCstock","biogeoCenterDepth.y_log","clayTotal_log","silt_plus_clay_log","Ca_plus_Mg_log","phH2o_log","alOxalate_log","feOxalate_log","mnOxalate_log","pOxalate_log","fedfeo_log","estimatedOC_log","SOCstock_log","biogeoCenterDepth.y_box","clayTotal_box","silt_plus_clay_box","Ca_plus_Mg_box","phH2o_box","alOxalate_box","feOxalate_box","mnOxalate_box","pOxalate_box","fedfeo_box","estimatedOC_box","SOCstock_box","MAT_C","MAP_mm","PET","MAPminusPET","plotID","siteID","domainID","order","phRange","pH","centerdepth","dry","mat","map"
"1367",-0.304769646137807,-1.33826335575721,-0.962376484041426,1.16284399925853,-0.0214645041168798,-0.648112808482239,1.41488466611685,-0.0434956926987138,-0.498672882048989,-0.558345905243644,0.252732224719754,0.892802915977368,-0.128129195592663,-0.0806892640903458,-0.750241690200439,-0.0636916439461363,-0.147848775545124,-1.38279208577818,1.013589057113,NA,0.122777936414947,-0.591604334912268,-1.35841676709202,0.800472355310941,1.36443609367589,-0.968480870639293,0.624011556469156,1.06341028172221,0.363457872888408,0.31524259235229,-0.183997045410679,NA,-0.0377738444676806,-0.975655293589174,-1.43665042325716,1.10943308312993,1.32855877904072,-1.06140106553449,0.674251270454077,1.1791576793721,0.205475209329521,0.205636427315762,-0.426838030267629,NA,-0.826809912582748,-0.924125883037163,-0.558945262683638,-0.334858916620404,"DCFS_030","DCFS","D09",1403,"R10",8,33,-730.26,4.9,489.74
"1368",0.840532648326432,-1.08705882878297,-0.820937519500681,1.23898228508064,0.145631265617823,-0.698586906891273,1.55970962706426,-0.135799002501853,-0.620277492672905,-0.59210216185117,-0.317331726730444,1.0877692924304,-0.200994592677085,-0.181678307936629,-0.750241690200439,-0.141194985834359,-0.0629043220940056,-1.1457831408981,1.11130894275406,NA,0.880946068078933,-0.3450406549311,-0.858999843093268,0.81481154687526,1.47477331459469,-1.28595234422328,0.319148000581008,1.12035117135035,0.305044054593843,0.367565401959866,-0.67403102560188,NA,0.917558674439682,-0.709586078668466,-1.13242330319985,1.14723802469061,1.42310661512574,-1.32812933966004,0.115694509505881,1.26298879444435,0.119408603882449,0.304732792224643,-0.952367130428698,NA,-0.826809912582748,-0.924125883037163,-0.558945262683638,-0.334858916620404,"DCFS_030","DCFS","D09",1404,"R10",8.2,70,-730.26,4.9,489.74
"1369",-0.908374909436527,0.505806239985505,0.304424676627849,0.604496569896369,0.837885168804448,1.26990293106103,0.40110993948496,0.971840715135815,1.40646601772569,-0.389564622206015,-0.0893061461503646,-0.423261536800348,0.680676712044428,-0.181678307936629,-0.372032252059518,-0.761221720940141,-0.810415512463851,0.488517344692861,0.684894896320359,NA,-0.77838606747708,0.486705568882197,0.572163814746467,0.745610216635558,0.504835679182347,-0.200510206675657,0.471579778525082,0.118907155622986,0.788025026312005,-0.912401165067456,1.06840503626709,NA,-0.894719161919598,0.521427339786164,0.531477981778482,0.968912123229117,0.550164401185045,-0.328713710833797,0.380117335939675,-0.0218326016359458,0.925625746465209,-1.36788550805478,1.52064285012418,NA,-0.826809912582748,-0.924125883037163,-0.558945262683638,-0.334858916620404,"DCFS_063","DCFS","D09",1405,"R7",6.6,13.5,-730.26,4.9,489.74
"1370",-0.289292588104506,0.437295914447076,0.421265560378899,-0.0198373738449544,0.718531047565374,0.470729706251334,0.256284978537547,-0.135799002501853,-0.133859050177243,-0.423320878813541,-0.146312541295384,-0.60414792854777,-0.272888451133715,-0.282667351782913,-0.750241690200439,-0.761221720940141,-0.793426621773627,0.513279473262421,0.116342834408759,NA,0.137939407380573,0.534543304559344,0.58461423395949,0.611229840458907,0.367334663932316,-0.305062749270568,0.438868458535611,-0.871650980704657,0.241225620638633,-0.77857644803545,0.366645325544485,NA,-0.020987120035695,0.611562177152988,0.553644248965535,0.650812773539792,0.41848593060037,-0.436309786713896,0.320976598395779,-0.965022238201974,0.028614576284951,-1.25087178991997,0.306555194439479,NA,-0.826809912582748,-0.924125883037163,-0.558945262683638,-0.334858916620404,"DCFS_063","DCFS","D09",1406,"R6",6.4,33.5,-730.26,4.9,489.74
"1371",0.175019152894509,0.197509775062574,0.864031014593403,0.122287426356322,1.26756000526511,0.866110143788762,0.545934900432373,-0.228102312304992,-0.417603141633046,-0.457077135421067,0.0532098417121846,0.147557607853146,-0.364213082146192,-0.0806892640903458,-0.372032252059518,-0.141194985834359,-0.17333211158046,0.619402881417678,0.342875296576662,NA,0.510998880631765,0.690094154956925,0.63652307019858,0.67312997090178,0.638231567449424,-0.425759801865481,0.542723987705462,0.745673217634269,0.14892807894298,0.298324994224573,-0.00405107018720205,NA,0.420593775612215,0.922235677175767,0.647982487786256,0.792898358004124,0.675970684774017,-0.557314971705092,0.513505656663736,0.736715413327606,-0.0969592086957382,0.174311348074608,-0.205367536625728,NA,-0.826809912582748,-0.924125883037163,-0.558945262683638,-0.334858916620404,"DCFS_063","DCFS","D09",1407,"R7",6.8,48.5,-730.26,4.9,489.74
"1372",0.79410147422653,0.168963806088229,0.611900686499033,0.0461491405342099,1.07659341128259,0.647389050682951,0.61834738090608,-0.251178139755776,-0.498672882048989,-0.457077135421067,-0.317331726730444,0.766579994263508,-0.13978765912617,-0.181678307936629,-0.372032252059518,-0.528711695275473,-0.4876265893496,0.456680322246284,0.240713597951922,NA,0.859106539363645,0.605960196955519,0.555959160813697,0.646985305914518,0.703465286683703,-0.425759801865481,0.319148000581008,1.02251301814612,0.354485915954329,0.0144428357535959,-0.183997045410679,NA,0.886449268798425,0.750782966272123,0.502890361362674,0.731985744406201,0.736805733598657,-0.557314971705092,0.115694509505881,1.11982224650451,0.19206796506399,-0.302952508925977,-0.426838030267629,NA,-0.826809912582748,-0.924125883037163,-0.558945262683638,-0.334858916620404,"DCFS_063","DCFS","D09",1408,"R7",6.9,68.5,-730.26,4.9,489.74
"1373",1.45961496965845,0.248892519216396,0.581153085511914,0.0359973690912615,1.10046423553041,0.521203804660367,0.763172341853492,-0.228102312304992,-0.579742622464933,-0.490833392028593,-0.260325331585424,0.517944029050248,0.345495885456084,-0.181678307936629,-0.372032252059518,-0.373705011499027,-0.334726573137586,0.488517344692861,0.236271784968237,NA,1.13432600430641,0.594941592304271,0.572163814746467,0.645787965549427,0.831143412933679,-0.568514115723882,0.363427710912984,0.929841811432022,0.646493019162911,0.173974793675139,-0.457187534946353,NA,1.29592447022863,0.728931621167106,0.531477981778482,0.729227973135227,0.854584309836007,-0.69612404642884,0.189626814459478,0.988028391272538,0.665847000365953,-0.0456434950665176,-0.732953300997569,NA,-0.826809912582748,-0.924125883037163,-0.558945262683638,-0.334858916620404,"DCFS_063","DCFS","D09",1409,"R8",7.1,90,-730.26,4.9,489.74
"1374",-1.07862254780283,0.688500441421316,-0.175237898771196,-0.35484583146225,-0.33178521933847,-0.420979365641589,-0.178189904304693,0.971840715135815,0.14988504127856,-0.153270825953335,-0.146312541295384,2.27877035164649,0.533002840619998,-0.383656395629196,0.385143800274657,0.246321723606755,0.310851273090917,0.325794785521466,-0.372256593796522,0.959016532763375,-1.30593469333637,0.244343910577501,0.48687929360724,0.389237732681552,-0.0725379506607138,0.291678426633918,0.438868458535611,1.36927202203499,0.729740888980065,0.54617643285548,0.583488816200012,0.782298634335157,-1.2870146461948,0.100711054357913,0.384285114266202,0.197790935256082,-0.0167721505570072,0.214423293882223,0.320976598395779,1.64670988106459,0.816088782242755,0.669625767063416,0.644669512150844,1.11188780631277,0.130500293581315,0.111595647142884,-0.0524331913825791,0.117339556754329,"BLAN_001","BLAN","D02",1410,"R5",5.8,8,-443.45,12.1,982.55
"1375",-0.552402574670615,0.59715334070341,-0.187536939166044,-0.598488346093011,-0.522751813320988,-0.715411606360951,-0.395427345725812,0.00265596220285562,-0.336533401217102,-0.153270825953335,-0.146312541295384,2.54579312041649,0.446535902746483,-0.383656395629196,0.385143800274657,0.168818381718532,0.225906819639798,0.262120740628312,-0.620998120882846,-0.076460765114064,-0.157135605339075,0.236821801977453,0.451740127240389,0.0978742837745189,-0.309855508986213,0.291678426633918,0.438868458535611,1.41077654217392,0.692782570682836,0.511183800274988,0.130352351440861,0.323415120871809,-0.332613892215539,0.0885608788432264,0.325930567864788,-0.2822341204919,-0.260743376088595,0.214423293882223,0.320976598395779,1.7135176766235,0.74850266702279,0.594754743031189,-0.0288032163115449,0.258795553302209,0.130500293581315,0.111595647142884,-0.0524331913825791,0.117339556754329,"BLAN_001","BLAN","D02",1411,"R5",5.5,25,-443.45,12.1,982.55
"1376",0.0202485725615042,0.711337216600792,-0.156789338178925,-0.664474860472175,-0.594364286064432,-0.866833901588051,-0.685077267620639,-0.251178139755776,-0.539207752256961,-0.322052108990964,-0.288828529157934,1.55936595662904,0.0112865974955325,-0.383656395629196,0.00655577410756952,0.323825065494977,0.438267953267595,0.350556914091027,-0.692067128621796,-0.597299645483554,0.401301789706922,0.25547179559841,0.500264784356631,-0.126837954929144,-0.647255752546444,-0.02579304695007,0.34193940409729,1.23500107840709,0.461476288157955,0.594175952250829,-0.303334629870193,-0.185872183738547,0.28487474117077,0.118781338189806,0.406860464910604,-0.580167470948723,-0.619064931087557,-0.142976674863322,0.153462871975386,1.43617870441313,0.356529007495617,0.775142649126759,-0.564841524283248,-0.485263880178324,0.130500293581315,0.111595647142884,-0.0524331913825791,0.117339556754329,"BLAN_001","BLAN","D02",1412,"R4",5.1,43.5,-443.45,12.1,982.55
